145,180,180.1,133,71,180.2,180.3,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,N
58,180,180,133,150,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
177,180,180,132,124,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
155,180,180,133,80,180,180,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,N
46,147,180,133,138,130,180,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,Y
123,180,180,132,75,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
179,180,180,132,95,180,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N
61,181,180,133,139,179,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
131,180,180,133,87,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
144,181,180,132,140,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
45,183,180,133,138,180,180,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,Y
120,179,180,132,144,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
19,180,180,133,96,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
74,181,180,132,63,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
24,181,180,133,138,182,180,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,Y
11,180,180,133,131,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
67,0,0,128,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
114,179,180,132,140,182,180,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y
100,180,180,133,98,180,180,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,N
3,181,180,134,140,179,180,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Y
183,181,180,0,139,179,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
89,175,180,132,140,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,Y
65,180,180,133,115,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
100,180,180,133,78,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
107,179,180,133,142,182,180,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y
51,180,180,132,75,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
91,180,180,132,0,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
13,180,180,133,89,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
141,183,180,132,140,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
71,180,180,133,138,182,180,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,Y
133,180,180,132,75,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
15,180,180,133,101,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
183,180,180,0,88,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
100,180,180,132,82,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
73,180,180,133,131,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
135,180,180,132,53,181,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
48,181,180,132,129,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
120,0,0,130,73,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,Y
134,180,180,132,135,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
9,180,180,133,0,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
22,180,180,133,142,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
62,180,180,132,104,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
84,180,180,132,89,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
100,181,180,133,140,182,180,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,Y
126,180,180,133,110,180,180,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,N
120,180,180,132,83,180,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N
124,180,180,132,142,180,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N
67,180,180,133,76,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
106,180,180,132,115,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
78,147,180,133,137,130,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
151,180,180,132,94,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
25,180,180,133,141,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
74,147,180,134,140,130,180,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,Y
3,181,180,134,139,179,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
72,180,180,132,104,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
139,147,180,132,153,130,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
55,179,180,133,143,182,180,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,Y
157,181,180,132,140,181,180,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,Y
130,175,180,132,140,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,Y
69,180,180,133,91,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
84,179,180,133,147,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
162,180,180,132,143,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
104,180,180,132,92,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
88,179,180,132,140,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
25,180,180,133,109,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
81,180,180,132,114,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
167,181,180,133,140,179,180,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Y
138,181,180,133,139,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
152,179,180,133,140,182,180,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y
66,181,180,132,132,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
103,180,180,133,86,180,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N
70,180,180,133,98,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
51,180,180,133,135,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
161,181,180,132,129,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
65,180,180,132,144,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
66,180,180,132,101,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
10,181,180,134,140,179,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
171,181,180,132,129,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
97,180,180,132,111,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
58,147,180,133,153,130,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
53,180,180,133,145,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
178,180,180,132,97,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
36,183,180,128,47,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
172,180,180,132,136,180,180,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,N
87,147,180,133,138,130,180,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,Y
60,180,180,133,105,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
117,180,180,133,128,180,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N
108,0,0,130,95,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y
119,147,180,133,137,130,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
59,180,180,133,91,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
73,175,180,133,154,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
61,180,180,132,75,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
113,179,180,132,140,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
108,180,180,132,84,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
107,183,180,130,127,182,180,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Y
141,180,180,132,82,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
109,183,180,133,140,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
128,179,180,133,130,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
7,180,180,133,78,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
37,180,180,132,154,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
185,179,180,0,140,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
134,179,180,133,140,182,180,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,Y
104,175,180,132,152,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
75,180,180,132,134,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
155,180,180,133,71,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
59,180,180,134,81,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
84,181,180,132,63,182,180,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y
68,180,180,133,137,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
110,180,180,132,153,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
4,180,180,134,115,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
169,147,180,133,137,130,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
46,181,180,134,140,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
80,180,180,132,125,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
182,180,180,0,151,180,180,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,N
104,181,180,132,63,182,180,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y
133,183,180,132,139,180,180,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,Y
135,180,180,133,150,182,180,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Y
98,147,180,133,153,130,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
177,180,180,132,131,180,180,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,N
124,181,180,133,140,182,180,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,Y
136,180,180,132,110,180,180,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,N
190,183,180,0,156,180,180,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,Y
45,180,180,133,102,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
73,183,180,133,139,180,180,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,Y
149,181,180,133,140,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
45,181,180,133,138,179,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
103,180,180,133,73,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
161,183,180,132,140,180,180,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,Y
12,180,180,133,142,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
105,181,180,133,140,179,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
11,181,180,133,140,179,180,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,Y
147,147,180,133,140,130,180,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,Y
117,181,180,132,130,182,180,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Y
66,179,180,133,140,182,180,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,Y
17,175,180,133,153,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
159,181,180,132,153,179,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
175,180,180,132,149,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
99,180,180,132,127,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
155,181,180,133,140,182,180,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,Y
72,180,180,133,93,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
34,180,180,133,103,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
41,180,180,134,150,182,180,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,Y
54,180,180,133,134,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
110,175,180,132,140,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,Y
161,183,180,132,140,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
89,180,180,133,117,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
10,180,180,133,135,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
51,181,180,133,152,179,180,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,Y
48,180,180,132,153,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
125,181,180,132,140,181,180,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,Y
138,180,180,133,103,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
148,180,180,132,103,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
5,183,180,130,67,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
51,179,180,133,140,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
174,179,180,132,140,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
93,180,180,132,107,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
128,179,180,132,142,182,180,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y
151,180,180,132,152,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
87,183,180,128,47,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
59,179,180,133,140,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
109,180,180,133,76,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
123,180,180,132,126,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
84,180,180,132,113,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
109,181,180,132,129,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
35,183,180,130,127,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
180,179,180,97,130,182,180,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,Y
131,147,180,132,139,130,180,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y
28,183,180,132,138,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
84,183,180,132,140,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
152,180,180,132,123,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
48,180,180,133,140,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
54,147,180,133,140,130,180,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,Y
169,180,180,132,101,180,180,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,N
129,147,180,132,137,130,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
127,181,180,132,139,179,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
181,180,180,61,91,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
164,179,180,132,140,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
141,180,180,132,83,180,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N
141,180,180,133,79,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
18,180,180,133,83,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
37,179,180,134,130,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
31,179,180,134,140,182,180,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,Y
6,147,180,134,137,130,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
139,181,180,132,132,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
16,180,180,133,153,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
118,180,180,133,95,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
115,181,180,133,140,179,180,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Y
148,147,180,132,138,130,180,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,Y
177,183,180,132,140,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
7,180,180,133,87,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
35,181,180,133,139,179,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
161,0,0,128,73,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y
100,180,180,132,83,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
74,180,180,133,133,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
169,180,180,132,103,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N
178,179,180,132,135,182,180,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,Y
174,180,180,133,116,180,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N
155,180,180,133,119,180,180,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,N
81,180,180,133,138,182,180,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,Y
152,181,180,132,139,182,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
91,180,180,133,100,180,180,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,N
172,179,180,133,140,182,180,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y
